imaginaryid,poetname,poetId,cityname,cityId,relationship,destination,destination_id,speaker,speakerid,notes,source_poem,source_citation,original_source,source_greektext,source_translation,source_translator,source_notes,source_explicit
309,Pindar,149,Alpheos,,,,,,,,P. O. 1,18,,... εἴ τί τοι Πίσας τε καὶ Φερενίκου χάρις / νόον ὑπὸ γλυκυτάταις ἔθηκε φροντίσιν / ὅτε παρ᾿ Ἀλφεῷ σύτο δέμας...,"if the splendor of Pisa and of Pherenicus has indeed enthralled your mind with sweetest considerations, when he sped beside the Alpheus,",Race,,FALSE
310,Pindar,149,Alpheos,,,,,,,,P. O. 1,92,,"Ἀλφεοῦ πόρῳ κλιθείς,","as he reclines by the course of the Alpheus,",Race,,FALSE
311,Pindar,149,Elis,,,,,,,,P. O. 1,79,,ἐμὲ δ᾿ ἐπὶ ταχυτάτων πόρευσον ἁρμάτων / ἐς Ἆλιν,and speed me in the swiftest of chariots to Elis,Race,,TRUE
312,Pindar,149,Lydia,,,,,,,,P. O. 1,24,,... ἐν εὐάνορι Λυδοῦ Πέλοπος ἀποικίᾳ·,... in the colony of brave men founded by Lydian Pelops,Race,,TRUE
313,Pindar,149,Mt. Olympus,,,,,,,,P. O. 1,54,,"εἰ δὲ δή τιν᾿ ἄνδρα θνατὸν Ὀλύμπου σκοποί / ἐτίμασαν,","If in fact the wardens of Olympus honored any mortal / man,",Race,,TRUE
314,Pindar,149,Olympia,,,,,,,,P. O. 1,7,,... μηδ᾿ Ὀλυμπίας ἀγῶνα φέρτερον αὐδάσομεν·,... nor let us proclaim a contest greater than Olympia.,Race,,TRUE
315,Pindar,149,Olympia,,,,,,,,P. O. 1,94,,τὸ δὲ κλέος / τηλόθεν δέδορκε τᾶν Ὀλυμπιάδων ἐν δρόμοις / Πέλοπος,And far shines that fame of the Olympic festivals gained in the racecourses of Pelops,Race,,TRUE
317,Pindar,149,Peloponnese,,,,,,,,P. O. 1,24,,... ἐν εὐάνορι Λυδοῦ Πέλοπος ἀποικίᾳ·,... Fame shines for him in the colony of brave men founded by Lydian Pelops,Race,"""Pelops came from Lydia to colonize the Peloponnesus (“Pelops’ Island”), later settled by Dorians, renowned for bravery."" (Race)",FALSE
318,Pindar,149,Pisa,,,,,,,,P. O. 1,18,,... εἴ τί τοι Πίσας τε καὶ Φερενίκου χάρις / νόον ὑπὸ γλυκυτάταις ἔθηκε φροντίσιν / ὅτε παρ᾿ Ἀλφεῷ σύτο δέμας...,"if the splendor of Pisa and of Pherenicus has indeed enthralled your mind with sweetest considerations, when he sped beside the Alpheus,",Race,,TRUE
319,Pindar,149,Pisa,,,,,,,,P. O. 1,70,,Πισάτα παρὰ πατρὸς εὔδοξον Ἱπποδάμιαν / σχεθέμεν,"to winning famous Hippodameia from her father, the Pisan.",Race,,TRUE
320,Pindar,149,Sicily,,,,,,,,P. O. 1,13,,"... μάκαιραν Ἱέρωνος ἑστίαν, / θεμιστεῖον ὃς ἀμφέπει σκᾶπτον ἐν πολυμήλῳ / Σικελίᾳ,","... the rich and blessed hearth of Hieron, who wields the rightful scepter in flock-rich Sicily.",Race,,TRUE
321,Pindar,149,Sipylus,,,,,Narrator,,,P. O. 1,38,,"ὁπότ᾿ ἐκάλεσε πατὴρ τὸν εὐνομώτατον / ἐς ἔρανον φίλαν τε Σίπυλον,",... that when your father invited the gods to his most orderly feast and to his friendly Sipylus...,Race,,TRUE
322,Pindar,149,Syracuse,,,,,,,,P. O. 1,11,,"... μάκαιραν Ἱέρωνος ἑστίαν, / θεμιστεῖον ὃς ἀμφέπει σκᾶπτον ἐν πολυμήλῳ / Σικελίᾳ,","... the rich and blessed hearth of Hieron, who wields the rightful scepter in flock-rich Sicily.",Race,,FALSE
323,Pindar,149,Syracuse,,,,,,,,P. O. 1,23,,Συρακόσιον ἱπποχάρμαν βασιλῆα,Syracuse’s horse-loving king.,Race,,TRUE
352,Sappho,132,Phocaea,255,,,,,,and expensive gifts,Sapph. 101,4-Jan,,Χερρόμακτρα δὲ †καγγόνων† / πορφύρα καταΰτμενα / †τατιμάσεις† ἔπεμψ᾿ ἀπὺ Φωκάας / δῶρα τίμια †καγγόνων†,". . . and handcloths . . . purple, perfumed (?), (which Mnasis) sent (to you) from Phocaea, expensive gifts . . .,",Campbell,,TRUE
355,Sappho,132,Pieria,122,,,,,,,Sapph. 103,8,,ἄγναι Χάριτες Πιέριδέ[ς τε] Μοῖ[σαι,"(Hither,) holy Graces and Pierian Muses",Campbell,,TRUE
344,Sappho,132,Lydia,102,,,,,,child,Sapph. 132,3-Jan,,"ἔστι μοι κάλα πάις χρυσίοισιν ἀνθέμοισιν / ἐμφέρη <ν> ἔχοισα μόρφαν Κλέις ἀγαπάτα, / ἀντὶ τᾶς ἔγωὐδὲ Λυδίαν παῖσαν οὐδ᾿ ἐράνναν . . .","I have a beautiful child who looks like golden flowers, my darling Cleis, for whom I would not (take) all Lydia or lovely . . .",Campbell,,TRUE
331,Sappho,132,Cyprus,106,,,,,,dream,Sapph. 134,1,,"ζά <τ᾿> ἐλεξάμαν ὄναρ, Κυπρογένηα,","I talked with you in a dream, Cyprogeneia",Campbell,,TRUE
337,Sappho,132,Cythera,35,,,,,,Adonis,Sapph. 140(a),2-Jan,,"κατθνάσκει, Κυθέρη᾿, ἄβρος Ἄδωνις· τί κε θεῖμεν; / καττύπτεσθε, κόραι, καὶ κατερείκεσθε κίθωνας.","‘Delicate Adonis is dying, Cytherea; what are we to do?’ / ‘Beat your breasts, girls, and tear your clothes.’",Campbell,,TRUE
346,Sappho,132,Lydia,102,,,,,,,Sapph. 16,17 - 20,,τᾶ]ς κε βολλοίμαν ἔρατόν τε βᾶμα / κἀμάρυχμα λάμπρον ἴδην προσώπω / ἢ τὰ Λύδων ἄρματα κἀν ὄπλοισι / πεσδομ]άχεντας.,I would rather see her lovely walk and the bright sparkle of her face than the Lydians’ chariots and armed infantry,Campbell,,TRUE
360,Sappho,132,Troy,109,,,,,,,Sapph. 16,9,,ἔβα ᾽ς Τροῐαν πλέοι[σα,she..went sailing off to Troy,Campbell,"movement is implied here from Sparta to troy, but Sparta not mentioned, only ""she left her most noble husband""",TRUE
361,Sappho,132,Troy,109,,,,,,heros,Sapph. 17,8-May,,"ἐκτελέσσαντες μ[άλα πόλλ᾿ ἄεθλα, / πρῶτα μὲν πὲρ Ἴ[λιον, ἔν τε πόντωι, / τυίδ᾿ ἀπορμάθεν[τες ὄδον περαίνην / οὐκ ἐδύναντο,","after accomplishing (many labours), first around (Ilium, then on the sea), they started out to this island, but could not (complete their journey)...",Campbell,,TRUE
325,Sappho,132,Crete,132,,,,,,,Sapph. 2,2-Jan,,"δεῦρύ μ᾿ ἐκ Κρήτας ἐπ[ὶ τόνδ]ε ναῦον / ἄγνον,","Hither to me from Crete to this holy temple,",Campbell,,TRUE
326,Sappho,132,Cyprus,106,,,,,,,Sapph. 2,13 - 16,,ἔνθα δὴ σὺ . . . . έλοισα Κύπρι / χρυσίαισιν ἐν κυλίκεσσιν ἄβρως / ὀμμεμείχμενον θαλίαισι νέκταρ / οἰνοχόαισον,"there, Cypris, take . . . and pour gracefully into golden cups nectar that is mingled with our festivities.",Campbell,,TRUE
330,Sappho,132,Cyprus,106,,,,,,prayer,Sapph. 22,16 - 17,,"καὶ γὰρ αὔτα δήπο[τ᾿] ἐμέμφ[ετ᾿ ἄγνα Κ]υπρογέν[ηα, / ὠς ἄραα[ι",for the holy Cyprian herself once blamed me for praying,Campbell,,TRUE
349,Sappho,132,Olympus,100,,,,,,,Sapph. 27,13-Dec,,]ὄδος μ[έ]αν εἰς Ὄλ[υμπον / ἀ]νθρω[π...]αίκ[,(There is no) road to great Olympus for mortals,Campbell,,TRUE
332,Sappho,132,Cyprus,106,,,,,,,Sapph. 35,1,,ἤ σε Κύπρος ἢ Πάφος ἢ Πάναρμος,either Cyprus or Paphos or Panormus (detains) you,Campbell,,TRUE
350,Sappho,132,Panormus,120,,,,,,,Sapph. 35,1,,ἤ σε Κύπρος ἢ Πάφος ἢ Πάναρμος,either Cyprus or Paphos or Panormus (detains) you,Campbell,probably the Sicilian city (modern Palermo) says Campbell,TRUE
351,Sappho,132,Paphos,119,,,,,,,Sapph. 35,1,,ἤ σε Κύπρος ἢ Πάφος ἢ Πάναρμος,either Cyprus or Paphos or Panormus (detains) you,Campbell,a city of Cyprus,TRUE
343,Sappho,132,Lydia,102,,,,,,,Sapph. 39,3-Jan,,"πόδας δὲ / ποίκιλος μάσλης ἐκάλυπτε, Λύδι- / ον κάλον ἔργον","and a gay leather strap covered (her?) feet, a fine piece of Lydian work.",Campbell,,TRUE
324,Sappho,132,Asia,133,,,,,,fame,Sapph. 44,4,,τάς τ᾽ ἄλλας Ἀσίας...κλέος ἄφθιτον,and of the rest of Asia...undying fame,Campbell,,TRUE
333,Sappho,132,Cyprus,106,,,,,,,Sapph. 44,1,,Κυπρο.,Cyprus,Campbell,,TRUE
359,Sappho,132,Thebe,121,,,,,,,Sapph. 44,7-May,,Ἔκτωρ καὶ συνέταιρ[ο]ι ἄγοισ᾿ ἐλικώπιδα / Θήβας ἐξ ἰέρας Πλακίας τ᾿ ἀ [π᾿ ἀι]ν <ν>άω / ἄβραν Ἀνδρομάχαν,"Hector and his companions are bringing the lively-eyed, graceful Andromache from holy Thebe and ever-flowing Placia",Campbell,This is the Thebe in the Troad,TRUE
362,Sappho,132,Troy,109,,,,,,,Sapph. 44,23,,ἐς Ἴλιο[ν,To Ilium,Campbell,,TRUE
327,Sappho,132,Cyprus,106,,,,,,brother,Sapph. 5,2-Jan,,Κύπρι καὶ] Νηρήιδες ἀβλάβη[ν μοι / τὸν κασί]γνητον δ[ό]τε τυίδ᾿ ἴκεσθα [ι,"(Cypris and) Nereids, grant that my brother arrive here unharmed",Campbell,,TRUE
328,Sappho,132,Cyprus,106,,,,,,,Sapph. 5,18,,Κύπ[ρ]ι,Cypris,Campbell,,TRUE
354,Sappho,132,Pieria,122,,,,,,metonymy for poetry,Sapph. 55,3-Jan,,"κατθάνοισα δὲ κείσῃ οὐδέ ποτα μναμοσύνα σέθεν / ἔσσετ᾿ οὐδὲ πόθα εἰς ὔστερον· οὐ γὰρ πεδέχῃς βρόδων / τὼν ἐκ Πιερίας,","But when you die you will lie there, and afterwards there will never be any recollection of you or any longing for you since you have no share in the roses of Pieria",Campbell,,TRUE
334,Sappho,132,Cyprus,106,,,,,,queen,Sapph. 65,6,,Κύπρωι β[α]σίλ[,Cyprus...queen,Campbell,,TRUE
335,Sappho,132,Cyprus,106,,,,,,,Sapph. 86,6,,κ[,(Cyprus?),Campbell,,FALSE
338,Sappho,132,Epirus,127,,,,,,river,Sapph. 95,13-Dec,,λωτίνοις δροσόεντας [ὄ- / χ[θ]οις ἴδην Ἀχέρ[οντος,"(to) see the dewy, lotus-covered banks of Acheron",Campbell,I think this is the one in Epirus (cf. Alcaeus above),TRUE
339,Sappho,132,Geraestus,123,,,,,,,Sapph. 96,33,,Γεραίστιον,the Geraesteum,Campbell,probably in reference to a shrine of Poseidon at Geraestus in Euboea,TRUE
386,Simonides,135,Lycia,150,,,,,,,519 fr.55,1,,...Λύκιον,... Lycian (Apollo)...,Campbell,,FALSE
345,Sappho,132,Lydia,102,,,,,,,Sapph. 96,9-Jun,,νῦν δὲ Λύδαισιν ἐμπρέπεται γυναί- / κεσσιν ὤς ποτ᾿ ἀελίω / δύντος ἀ βροδοδάκτυλος σελάννα / πάντα περρέχοισ᾿ ἄστρα·,"Now she stands out among Lydian women like the rosy-fingered moon after sunset, surpassing all the stars,",Campbell,,TRUE
356,Sappho,132,Sardis,43,,,,,,thoughts,Sapph. 96,2-Jan,,]Σαρδ .[ . . ] πόλ]λακι τυίδε [ν]ῶν ἔχοισα,Sardis...often turning her thoughts in this direction,Campbell,,TRUE
357,Sappho,132,Sardis,43,,,,,,,Sapph. 98(a),12-Oct,,μ]ιτράναν δ᾿ ἀρτίως κλ[ / ποικίλαν ἀπὺ Σαρδίω[ν / . . . ] . αονίας πόλις,Recently . . . a decorated headband from Sardis . . . (Ionian?) cities . . .,Campbell,,TRUE
347,Sappho,132,Mytilene,8,,,,,,,Sapph. 98(b),3-Jan,,σοὶ δ᾿ ἔγω Κλέι ποικίλαν / οὐκ ἔχω πόθεν ἔσσεται / μιτράν <αν>· ἀλλὰ τὼν Μυτιληνάωι,"But for you, Cleis, I have no way of obtaining a decorated headband; but . . . the Mytilenean...",Campbell,,TRUE
340,Sappho,132,Gryneia,124,,,,,,,Sapph. 99,3,,Γρύνηαν] ὐλώδη λίπων,leaving woody (Gryneia?),Campbell,"in Asia Minor, cf. Paus. 1.21.9",TRUE
551,Sappho or Alcaeus,157,Gyaros,252,,,,,,,11,,,Ἤρων ἐξεδίδαξε † Γυάρων † τὰν ἀνυόδρομον.,taught fleet-footed Hero (from Gyaros?);,Campbell,,TRUE
552,Sappho or Alcaeus,157,Crete,132,,,,,,,16,2-Jan,,"Κρῆσσαί νύ ποτ᾿ ὦδ᾿ ἐμμελέως πόδεσσιν / ὤρχηντ᾿ ἀπάλοισ᾿ ἀμφ᾿ ἐρόεντα βῶμον,",the Cretan women once kept time so well with the music as they danced on their soft feet around the lovely altar;,Campbell,,TRUE
553,Sappho or Alcaeus,157,Thebes,3,,,,,,,21,1,,τέουτος ἐς Θήβαις πάις ἀρμάτεσσ᾿ ὀχήμενος,such was the boy who (came) to Thebes riding on a chariot,Campbell,,TRUE
554,Sappho or Alcaeus,157,Arcadia,54,,,,,,,22,1,,τριβώλετερ· οὐ γὰρ Ἀρκάδεσσι λώβα,you (thorn-eater?)! For it is no insult to the Arcadians (to be called that?),Campbell,,TRUE
555,Sappho or Alcaeus,157,Cyprus,106,,,,,,,42,7,,δολοπ]λόκω Κύ[π]ριδ[ος / προσ]ανέως πυκιν[ / κλ]εέννας Δίος ἀγ[γ]έλω . . [ . ] . [ / ]ος Μάκαρος ἔπελθε νᾶσο[ν,. . . the guile-weaving Cyprian (Aphrodite) . . . (gently?) . . . (wise? frequent?) . . . glorious . . . of the messenger of Zeus . . . ‘Go to the island of Macar...,Campbell,,TRUE
556,Sappho or Alcaeus,157,Lesbos,126,,,,,,,42,10,,δολοπ]λόκω Κύ[π]ριδ[ος / προσ]ανέως πυκιν[ / κλ]εέννας Δίος ἀγ[γ]έλω . . [ . ] . [ / ]ος Μάκαρος ἔπελθε νᾶσο[ν,. . . the guile-weaving Cyprian (Aphrodite) . . . (gently?) . . . (wise? frequent?) . . . glorious . . . of the messenger of Zeus . . . ‘Go to the island of Macar...,Campbell,,TRUE
368,Semonides,134,Mt. Olympus,100,,,,,,,7,21-22,Stob. 4.22.193. 21-22,τὴν δὲ πλάσαντες γηΐνην Ὀλύμπιοι ἔδωκαν ἀνδρὶ πηρόν...,Another the Olympians fashioned from earth and gave her maimed to her man...,Gerber,,TRUE
371,Semonides,134,Maeander,237,,,,,,,9,1–2,Ath. 7.299c,ἐρῳδιὸς γὰρ ἔγχελυν Μαιανδρίην τρίορχον εὑρὼν ἐσθίοντ᾿ ἀπείλετο.,For a heron found a buzzard eating a Maeandrian Eel and took it away.,Gerber,,TRUE
372,Semonides,134,Maeander,237,,,,,,,11,1,Ath. 2.57d,οἷόν τε χηνὸς ὤεον Μαιανδρίου.,like the egg of a Maeandrian goose,Gerber,,TRUE
370,Semonides,134,Achaea,130,,,,,,,23,1–2,Ath. 14.658b,"ἐνταῦθα μέν τοι τυρὸς ἐξ Ἀχαΐης Τρομίλιος θαυμαστός, ὃν κατήγαγον.","here, take note, is wonderful Tromilian cheese from Achaea, which I brought back",Gerber,,TRUE
367,Semonides,134,Argos,38,,,,,,,27,1,Schol. Hom. Il. 2.219,αὕτη δὲ φοξὴ χεῖλος Ἀργείη κύλιξ.,this is an Argive cup with tapered lip,Gerber,,TRUE
369,Semonides,134,Lesbos,126,,,,,,,41,1,Zenob. Ath. 3.70 cod. A,ὥσπερ Λέσβιος Πρύλις.,like Lesbian Prylis,Gerber,,TRUE
385,Simonides,135,Delphi,30,,,,Narrator,,,511,a.7,,...λιπαρά τε Πυθ[ώ...,...shining Pytho,Campbell,,FALSE
389,Simonides,135,Thessaly,34,,,,Narrator,,,511,b.8,,...Θεσσαλῶν καὶ παντὶ δάμωι.,...even for every people of the Thessalians.,Campbell,,TRUE
374,Simonides,135,?,,,Corinth,48,Narrator,,,545,1,,ὁ δ᾿ ἵκετ᾿ ἐς Κόρινθον ... ἀλόχῳ δὲ Κολχίδι ξυνέστιος †θράνου† Λεχαίου τ᾿ ἄνασσε.,And he (Jason) came to Corinth ... and sharing his hearth with his Colchian wife ruled over . . . and Lechaeum.,Campbell,The Lechaeum is the port of Corinth.,TRUE
547,Simonides,135,Corinth,48,,,,Narrator,,,545,1,,ὁ δ᾿ ἵκετ᾿ ἐς Κόρινθον ... ἀλόχῳ δὲ Κολχίδι ξυνέστιος †θράνου† Λεχαίου τ᾿ ἄνασσε.,And he (Jason) came to Corinth ... and sharing his hearth with his Colchian wife ruled over . . . and Lechaeum.,Campbell,The Lechaeum is the port of Corinth.,TRUE
379,Simonides,135,Corinth,48,,,,,,,572,1,,...Κορινθίοις δ᾿ οὐ μανίει οὐδ᾿ αὖ Δαναοί...,"...and [Troy] is not angry with the Corinthians, nor are the Danaans...",Campbell,,TRUE
390,Simonides,135,Zacynthus,153,,,,Narrator,,,591,1,,ἱπποτροφία γὰρ οὐ Ζακύνθῳ ἀλλ᾿ ἀρούραισι πυροφόροις ὀπαδεῖ.,Horse-rearing goes not with Zacynthus but with wheat-bearing fields.,Campbell,,TRUE
388,Simonides,135,Sicyon,13,,,,,,,519 fr.115,1,,...]Σικυωνι[...,...Sicyon...,Campbell,,TRUE
375,Simonides,135,Alpheos,101,,,,,,,519 fr.131,4,,...ἐπ᾿ Ἀλφείωι...,...at the Alpheus...,Campbell,,TRUE
377,Simonides,135,Caria,139,,,,Narrator,,,519 fr.32,1,,...]ντο Καρῶν ἀλκίμων...,... (of) the valiant Carians,Campbell,,TRUE
387,Simonides,135,Mt. Parnes,151,,,,Narrator,,Parnes is a mountain in between Boitia and Attica,519 fr.35,1,,...Π]αρνηθος [ἀ]πὸ ζα[θέας...,...from sacred Parnes...,Campbell,,TRUE
382,Simonides,135,Delos,5,,,,,,,519 fr.55,3,,...Δαλίων θύγατ[ρες...,...daughters of the Delians...,Campbell,,TRUE
384,Simonides,135,Delphi,30,,,,,,,519A fr.22,3,,...Πυθοῖ γάρ ποτ[(ε)...,...for once at Pytho...,Campbell,,FALSE
378,Simonides,135,Cholchis,140,,,,,,,519A fr.54,1,,...Κ]ολχ[-...,...Colchis...,Campbell,,TRUE
381,Simonides,135,Delos,5,,,,,,,519B fr.56,3,,...Φοί]βωι· Δαλου...,"...Phoebus, (master) of Delos...",Campbell,,TRUE
380,Simonides,135,Corinth,48,,,,,,,eleg. 10,3,,...οἵ τε πόλιν Γλαύκοιο Κορίνθιον ἄστυ νέμοντες.,...and those who inhabit the Corinthian city of Glaucus.,Campbell,,TRUE
376,Simonides,135,Athens,2,,,,,,,eleg. 9,2,,...δῆμος Ἀθηναίων ἐξετέλεσσε μόνος.,...it was the people of Athens that performed it alone.,Campbell,,TRUE
404,Solon,136,Salamis,82,,,,,,,Solon 1,1,,"αὐτὸς κῆρυξ ἦλθον ἀφ᾿ ἱμερτῆς Σαλαμῖνος,","I have come in person as a herald from lovely Salamis, ",Gerber,,TRUE
399,Solon,136,Olympus,100,,,,,,,Solon 13,1,,"Μνημοσύνης καὶ Ζηνὸς Ὀλυμπίου ἀγλαὰ τέκνα,","Resplendent daughters of Memory and Olympian Zeus,",Gerber,,TRUE
400,Solon,136,Olympus,100,,,,,,,Solon 13,51,,"ἄλλος Ὀλυμπιάδων Μουσέων πάρα δῶρα διδαχθείς,","another, taught the gifts that come from the Olympian Muses",Gerber,,TRUE
403,Solon,136,Pieria,122,,,,,,,Solon 13,2,,"Μοῦσαι Πιερίδες, κλῦτέ μοι εὐχομένῳ·","Pierian Muses, hearken to my prayer.",Gerber,,TRUE
395,Solon,136,Cyprus,106,,,,,,,Solon 19,4-Mar,,αὐτὰρ ἐμὲ ξὺν νηῒ θοῇ κλεινῆς ἀπὸ νήσου / ἀσκηθῆ πέμποι Κύπρις ἰοστέφανος·,and may Cypris of the violet crown send me unscathed from your famous island on a swift ship.,Gerber,,TRUE
408,Solon,136,Soli,26,,,,,,on Cyprus,Solon 19,2-Jan,,νῦν δὲ (φησί) σὺ μὲν Σολίοισι πολὺν χρόνον ἐνθάδ᾿ ἀνάσσων,Now may you and your progeny dwell in this city and rule over Soloi for a long time;,Gerber,,TRUE
391,Solon,136,Athens,2,,,,,,,Solon 2,2-Jan,,εἴην δὴ τότ᾿ ἐγὼ Φολεγάνδριος ἢ Σικινήτης / ἀντί γ᾿ Ἀθηναίου πατρίδ᾿ ἀμειψάμενος·,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.,Gerber,,TRUE
392,Solon,136,Athens,2,,,,,,,Solon 2,4-Mar,,"αἶψα γὰρ ἂν φάτις ἥδε μετ᾿ ἀνθρώποισι γένοιτο· / “Ἀττικὸς οὗτος ἀνήρ, τῶν Σαλαμιναφετέων.”","For this report would quickly be spread among men: “This man is an Athenian, one of the Salamisceders.”",Gerber,,TRUE
402,Solon,136,Pholegandros,187,,,,,,small island in the southern Cyclades,Solon 2,2-Jan,,εἴην δὴ τότ᾿ ἐγὼ Φολεγάνδριος ἢ Σικινήτης / ἀντί γ᾿ Ἀθηναίου πατρίδ᾿ ἀμειψάμενος·,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.,Gerber,,TRUE
405,Solon,136,Salamis,82,,,,,,,Solon 2,4-Mar,,"αἶψα γὰρ ἂν φάτις ἥδε μετ᾿ ἀνθρώποισι γένοιτο· / “Ἀττικὸς οὗτος ἀνήρ, τῶν Σαλαμιναφετέων.”","For this report would quickly be spread among men: “This man is an Athenian, one of the Salamisceders.”",Gerber,,TRUE
407,Solon,136,Sikinos,188,,,,,,small island in the southern Cyclades,Solon 2,2-Jan,,εἴην δὴ τότ᾿ ἐγὼ Φολεγάνδριος ἢ Σικινήτης / ἀντί γ᾿ Ἀθηναίου πατρίδ᾿ ἀμειψάμενος·,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.,Gerber,,TRUE
396,Solon,136,Cyprus,106,,,,,,,Solon 26,2-Jan,,"ἔργα δὲ Κυπρογενοῦς νῦν μοι φίλα καὶ Διονύσουκαὶ Μουσέων,",But now the works of the Cyprus-born and of Dionysus and the Muses are dear to me;,Gerber,,TRUE
398,Solon,136,Nile,91,,,,,,river,Solon 28,1,,"Νείλου ἐπὶ προχοῇσι, Κανωβίδος ἐγγύθεν ἀκτῆς.","at the mouth of the Nile, near Canopus’ shore",Gerber,,TRUE
406,Solon,136,Salamis,82,,,,,,,Solon 3,2-Jan,,ἴομεν ἐς Σαλαμῖνα μαχησόμενοι περὶ νήσου / ἱμερτῆς χαλεπόν τ᾿ αἶσχος ἀπωσόμενοι.,Let us go to Salamis to fight for a lovely island and clear away bitter disgrace.,Gerber,,TRUE
394,Solon,136,Athens,2,,,,,,,Solon 36,9-Aug,,"πολλοὺς δ᾿ Ἀθήνας πατρίδ᾿ ἐς θεόκτιτονἀνήγαγον πραθέντας,","And I brought back to Athens, to their homeland founded by the gods, many who had been sold, ",Gerber,,TRUE
401,Solon,136,Olympus,100,,,,,,gods,Solon 36,5-Apr,,"μήτηρ μεγίστη δαιμόνων Ὀλυμπίων / ἄριστα, Γῆ μέλαινα,","the mighty mother of the Olympian gods, dark Earth,",Gerber,,TRUE
393,Solon,136,Athens,2,,,,,,,Solon 4,30,,"ταῦτα διδάξαι θυμὸς Ἀθηναίους με κελεύει,","This is what my heart bids me teach the Athenians,",Gerber,,TRUE
409,Sophocles,137,Athens,2,,,,,,,Paean of Sophocles (i),5,,]σι Κεκροπιδῶν [ἐπ]ιτάρροθον,helper of the Cecropidae,Campbell,,
418,Stesichorus,138,Cydonia,142,,,,,,North West Crete,187,1,,"πολλὰ μὲν Κυδώνια μᾶλα ποτερρίπτουν ποτὶ δίφρον ἄνακτι,",Many Cydonian apples they threw on their lord’s chariot...,Campbell,,TRUE
431,Stesichorus,138,Troy,109,,,,,,,192,3,,"οὐκ ἔστ᾿ ἔτυμος λόγος οὗτος, οὐδ᾿ ἔβας ἐν νηυσὶν ἐϋσσέλμοις οὐδ᾿ ἵκεο πέργαμα Τροίας,","That story is not true, and you did not go on the well-benched ships and you did not reach the citadel of Troy;",Campbell,,TRUE
424,Stesichorus,138,Ithaka,147,,,,Helen,,,209,6,,] ... ἐς ὑμετέρους δόμους προφαν[εὶς Ὀδυσε]ὺς ... ] ...αν . υς ἀνὴρ βο]υλαῖς Ἀθάνας·,. . . Odysseus having appeared at your family’s house . . . a man . . . by the plans of Athena,Campbell,,FALSE
412,Stesichorus,138,Achaea,130,,,,,,The hunt?,222,ii.4,,...ἐρίηρες Ἀχαιοὶ[...,...steadfast Achaeans...,Campbell,,TRUE
413,Stesichorus,138,Aetolia,134,,,,,,The hunt?,222,ii.8,,"...κα[ὶ Αἰτωλοὶ μενεχάρμα[ι...","...and the Aetolians, staunch in war...",Campbell,,TRUE
415,Stesichorus,138,Boeotia,137,,,,,,The hunt?,222,ii.6,,ὅσοι θ᾿ ἱαρὰν Βοιωτίδ[α ν]αίον [ χθόνα πυροφόρ[ον·,and those who lived in the holy wheat-bearing land of Boeotia.,Campbell,,TRUE
425,Stesichorus,138,Larissa,149,,,,,,Gathering of the hunters?,222,i.6,,...ἀπὸ Λαρίσ]ας δὲ μόλ᾿ [Ε]ὐρυτίων ]ς τανυπ[έ]πλου ]ας...,"...and from (Larissa) came Eurytion, (son of?) with her trailing robes...",Campbell,,TRUE
426,Stesichorus,138,Locris Ozolia,84,,,,,,The hunt?,222,ii.1,,ἔνθεν μὲν Λοκρ[οὶ ἱζάνον αἰχματαὶ [...,On one side the Locrian warriors were taking up their positions...,Campbell,,TRUE
427,Stesichorus,138,Phocis,134,,,,,,The hunt?,222,ii.5,,...καὶ ὑπερθύμοι [Φωκᾶες...,...and proud (Phocians?)...,Campbell,,TRUE
548,Stesichorus,138,Argos,38,,,,Tiresias (?),,,222A,274 - 276,,"... [ ... ]τοι τὸ μόρσιμόν ἐστι γεν[έσθαι· ... [ δό]μον Ἀδράστοι᾿ ἄνακτος, ὃ[ς δέ σε δεξάμε]νος δώσει περικαλλέα κο[ύραν...","(I tell you) what is destined to happen: (you will reach) the house of lord Adrastus, and he will (welcome you and) give you his beautiful daughter . . .",Campbell,,FALSE
